year,Reporting Entity,Facility Name,State,Electricity production (GJ),Electricity Production (Mwh),scope_1,scope_2,Total_emissions,numbers,Power_Per_unit,Capacity
2016,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,506,701","696,306",270.0,556.0,826.0,111,2.0,222.0
2016,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,257,486","349,302",116.0,929.0,1045.0,128,1.5,
2016,EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,269,684","352,690",120.0,812.0,932.0,58,3.4,
2016,EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"736,620","204,617",45.0,247.0,292.0,43,3.0,
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"309,241","85,900",12.0,11.0,23.0,12,3.0,35.4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"51,440","14,289",1.0,6.0,7.0,9,0.2,2.025
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"14,429","4,008",,3.0,3.0,2,0.8,1.6
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,"551,476","153,188",53.0,121.0,174.0,33,2.0,66.0
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"1,113,109","309,197",57.0,263.0,320.0,43,3.0,131.0
2016,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,244,260","345,628",65.0,472.0,537.0,32,2.1,
2016,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,276,714","354,643",168.0,901.0,1069.0,67,3.8,140.7
2016,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,400,179","666,716",115.0,793.0,357.3803698435278,48,1.6,
2016,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"528,884","146,912",42.0,404.0,446.0,23,3.0,48.3
2016,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,VIC,"1,304,419","362,339",87.0,,87.0,8,2.0,
2016,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,SA,"577,001","160,278",41.0,,41.0,20,0.6,
2016,NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,704,291","473,414",,453.0,453.0,48,3.0,
2016,ORIGIN ENERGY LIMITED,Cullerin Wind Farm,NSW,"16,723","4,645",8.0,2.0,10.0,9,0.2,
2016,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,SA,"229,802","63,834",65.0,52.0,117.0,22,1.6,35.0
2016,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,"178,252","49,514",33.0,226.0,100.51322901849218,12,1.8,21.0
2016,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,"100,175","27,826",28.0,17.0,45.0,20,0.6,12.0
2016,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Musselroe Wind Farm Pty Ltd,TAS,"2,166,190","601,719",153.0,155.0,308.0,31,1.5,
2016,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"829,195","230,332",75.0,22.0,97.0,8,2.0,
2016,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"959,057","266,405",86.0,25.0,111.0,22,1.6,
2016,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,"1,500,088","416,691",92.0,191.0,283.0,43,3.0,
2016,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,"1,117,532","310,426",121.0,347.0,468.0,48,3.0,370.8
2016,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,"1,463,729","406,591",104.0,286.0,390.0,48,1.6,
2016,SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm ,VIC,"457,784","127,162",37.0,18.0,55.0,35,1.5,52.5
2016,SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm ,SA,"578,619","160,728",55.0,0.0,55.0,27,2.1,57.0
2016,SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm ,VIC,"149,335","41,482",17.0,,17.0,14,1.3,18.2
2016,SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms ,VIC,"1,684,621","467,950",68.0,,68.0,14,1.3,
2016,SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm ,NSW,"1,038,233","288,398",100.0,,100.0,21,3.0,106.8
2016,SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm ,VIC,"312,165","86,713",20.0,,20.0,98,1.3,195.0
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Cathedral Rocks Wind Farm,SA,"550,950","153,042",48.0,136.0,184.0,33,2.0,66.0
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"601,740","167,150",44.0,205.0,249.0,31,1.5,46.5
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Mt Gellibrand Wind Farm,VIC,"4,320","1,200",0.0,22.0,22.0,12,3.0,
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,317,673","643,798",132.0,966.0,1098.0,128,1.5,192.0
2017,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,126,198","312,833",96.0,191.0,287.0,45,2.1,95.0
2017,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"901,465","250,407",71.0,158.0,229.0,34,2.1,71.0
2017,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,708,149","474,486",152.0,377.0,529.0,63,2.1,132.0
2017,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"582,085","161,690",62.0,224.0,286.0,25,2.1,52.5
2017,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,770,990","1,047,497",434.0,2823.0,3257.0,140,3.0,420.0
2017,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"677,832","188,287",79.0,615.0,694.0,32,2.1,67.2
2017,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"977,706","271,585",47.0,172.0,219.0,55,1.6,91.0
2017,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"864,702","240,195",63.0,333.0,396.0,48,1.6,79.2
2017,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,306,751","362,986",105.0,822.0,927.0,58,3.4,
2017,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,825,008","506,947",52.0,179.0,231.0,48,1.6,
2017,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"469,585","130,440",13.0,20.0,33.0,23,2.0,46.0
2017,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,245,731","346,036",64.0,775.0,839.0,111,2.0,
2017,CULLERIN RANGE WIND FARM PTY LTD,Cullerin Range Wind Farm,NSW,"405,688","112,691",28.0,82.0,110.0,8,2.0,30.0
2017,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,575,799","715,500",388.0,590.0,978.0,111,2.0,222.0
2017,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,339,270","372,019",365.0,784.0,1149.0,111,2.0,
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"333,656","92,682",12.0,10.0,22.0,12,3.0,35.4
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"4,907","1,363",0.0,1.0,1.0,4,1.0,4.0
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"56,803","15,779",1.0,5.0,6.0,9,0.2,2.025
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"11,370","3,158",0.0,1.0,1.0,2,0.8,1.6
2017,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"329,504","91,529",6.0,29.0,35.0,43,3.0,131.0
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Cathedral Rocks Wind Farm,SA,"550,950","153,042",48.0,136.0,184.0,33,2.0,66.0
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"601,740","167,150",44.0,205.0,249.0,31,1.5,46.5
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Mt Gellibrand Wind Farm,VIC,"4,320","1,200",0.0,22.0,22.0,12,3.0,
2017,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,317,673","643,798",132.0,966.0,1098.0,128,1.5,192.0
2017,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,126,198","312,833",96.0,191.0,287.0,45,2.1,95.0
2017,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"901,465","250,407",71.0,158.0,229.0,34,2.1,71.0
2017,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,708,149","474,486",152.0,377.0,529.0,63,2.1,132.0
2017,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"582,085","161,690",62.0,224.0,286.0,25,2.1,52.5
2017,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,770,990","1,047,497",434.0,2823.0,3257.0,140,3.0,420.0
2017,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"677,832","188,287",79.0,615.0,694.0,32,2.1,67.2
2017,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"977,706","271,585",47.0,172.0,219.0,55,1.6,91.0
2017,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"864,702","240,195",63.0,333.0,396.0,48,1.6,79.2
2017,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,306,751","362,986",105.0,822.0,927.0,58,3.4,
2017,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,825,008","506,947",52.0,179.0,231.0,48,1.6,
2017,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"469,585","130,440",13.0,20.0,33.0,23,2.0,46.0
2017,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,245,731","346,036",64.0,775.0,839.0,111,2.0,
2017,CULLERIN RANGE WIND FARM PTY LTD,Cullerin Range Wind Farm,NSW,"405,688","112,691",28.0,82.0,110.0,8,2.0,30.0
2017,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,575,799","715,500",388.0,590.0,978.0,111,2.0,222.0
2017,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,339,270","372,019",365.0,784.0,1149.0,111,2.0,
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"333,656","92,682",12.0,10.0,22.0,12,3.0,35.4
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"4,907","1,363",0.0,1.0,1.0,4,1.0,4.0
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"56,803","15,779",1.0,5.0,6.0,9,0.2,2.025
2017,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"11,370","3,158",0.0,1.0,1.0,2,0.8,1.6
2017,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"329,504","91,529",6.0,29.0,35.0,43,3.0,131.0
2017,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,164,238","323,399",70.0,692.0,312.70782361308676,32,2.1,
2017,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,382,798","384,111",143.0,852.0,995.0,67,1.5,140.7
2017,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,583,503","717,640",96.0,567.0,663.0,58,3.4,
2017,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"566,343","157,318",39.0,226.0,265.0,23,1.8,48.3
2017,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,VIC,"256,172","71,159",5.0,129.0,134.0,23,2.0,
2017,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,VIC,"1,353,143","375,873",69.0,0.0,69.0,14,1.3,
2017,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,SA,"695,306","193,141",54.0,0.0,54.0,15,0.7,
2017,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"683,865","189,963",64.0,410.0,474.0,63,2.1,
2017,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,"1,103,275","306,465",97.0,173.0,270.0,43,3.0,131.0
2017,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,SA,"350,856","97,460",31.0,44.0,75.0,22,1.6,35.0
2017,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,"177,373","49,270",27.0,216.0,100.51322901849218,12,1.8,21.0
2017,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,"108,987","30,274",29.0,14.0,43.0,20,0.6,12.0
2017,REGIONAL WIND FARMS PTY LTD,Wonthaggi Wind Farm,VIC,"104,304","28,973",13.0,53.0,66.0,6,2.0,12.0
2017,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Musselroe Wind Farm Pty Ltd,TAS,"2,164,720","601,311",162.0,181.0,343.0,48,1.6,
2017,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"897,716","249,366",87.0,26.0,113.0,22,1.6,
2017,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"1,038,241","288,400",80.0,29.0,109.0,22,1.6,
2017,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,"1,657,221","460,339",69.0,120.0,189.0,31,3.6,
2017,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,"1,277,877","354,966",198.0,253.0,451.0,48,3.0,370.8
2017,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,"1,684,213","467,837",79.0,173.0,252.0,33,2.0,
2017,SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm ,VIC,"477,876","132,743",58.0,0.0,58.0,35,1.5,52.5
2017,SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm ,SA,"680,546","189,041",120.0,0.0,120.0,27,2.1,57.0
2017,SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm ,VIC,"156,907","43,585",23.0,0.0,23.0,14,1.3,18.2
2017,SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,VIC,421,117,1086.0,0.0,1086.0,67,1.7,
2017,SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms ,VIC,"1,655,926","459,979",60.0,0.0,60.0,35,1.5,
2017,SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm ,NSW,"1,084,847","301,346",91.0,0.0,91.0,21,3.0,106.8
2017,SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm ,VIC,"129,067","35,852",164.0,0.0,164.0,23,2.0,
2017,SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm ,VIC,"326,561","90,711",37.0,0.0,37.0,98,1.3,195.0
2018,Acciona Energy Oceania Pty. Ltd.,Cathedral Rocks Wind Farm,SA,"632,284","175,634",39.0,213.0,252.0,33,2.0,66.0
2018,Acciona Energy Oceania Pty. Ltd.,Gunning Wind Farm,NSW,"592,807","164,669",44.0,195.0,239.0,31,1.5,46.5
2018,Acciona Energy Oceania Pty. Ltd.,Mt Gellibrand Wind Farm,VIC,"844,669","234,630",36.0,864.0,357.3803698435278,48,1.6,
2018,Acciona Energy Oceania Pty. Ltd.,Waubra Wind Farm,VIC,"2,261,159","628,100",92.0,901.0,993.0,128,1.5,192.0
2018,AGL Energy Limited,Hallett (Stage 1) Wind Farm,SA,"1,160,489","322,358",98.0,205.0,303.0,45,2.1,95.0
2018,AGL Energy Limited,Hallett (Stage 2) Wind Farm,SA,"942,452","261,792",75.0,150.0,225.0,34,2.1,71.0
2018,AGL Energy Limited,Hallett (Stage 4) Wind Farm,SA,"1,692,633","470,176",145.0,350.0,495.0,63,2.1,132.0
2018,AGL Energy Limited,Hallett (Stage 5) Wind Farm,SA,"567,813","157,726",62.0,173.0,235.0,25,2.1,52.5
2018,AGL Energy Limited,Macarthur Wind Farm,VIC,"3,837,422","1,065,951",451.0,3025.0,3476.0,140,3.0,420.0
2018,AGL Energy Limited,Oaklands Hill Wind Farm,VIC,"676,822","188,006",79.0,628.0,312.70782361308676,32,2.1,67.2
2018,AGL Energy Limited,Silverton Wind Farm,NSW,"949,891","263,858",740.0,184.0,924.0,58,3.4,199.0
2018,AGL Energy Limited,Wattle Point Wind Farm,SA,"973,725","270,479",52.0,157.0,209.0,55,1.6,91.0
2018,APT Pipelines Limited,Badgingarra Wind Farm,WA,"829,490","230,414",96.0,236.0,332.0,37,3.6,133.2
2018,APT Pipelines Limited,Emu Downs Wind Farm,WA,"837,691","232,692",257.0,205.0,462.0,48,1.6,79.2
2018,Bald Hills WF Holdings Pty Ltd,Bald Hills Wind Farm Pty Ltd,VIC,"1,194,048","331,680",84.0,746.0,830.0,111,2.0,
2018,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,684,985","468,051",93.0,150.0,243.0,55,1.6,
2018,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,914,008","531,669",63.0,418.0,481.0,63,2.1,
2018,CK William Australia Holdings Pty Ltd,Cullerin Range Wind Farm,NSW,"378,098","105,027",21.0,85.0,106.0,8,2.0,30.0
2018,CK William Australia Holdings Pty Ltd,Wonthaggi Wind Farm,VIC,"105,209","29,225",4.0,51.0,55.0,6,2.0,12.0
2018,CWF Holdings Pty Ltd,Collgar Wind Farm,WA,"2,575,810","715,503",310.0,558.0,868.0,111,2.0,222.0
2018,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,352,497","375,693",15.0,797.0,812.0,111,2.0,
2018,Electricity Generation and Retail Corporation,Albany Wind Farm,WA,"110,693","30,748",12.0,1.0,13.0,12,3.0,35.4
2018,Electricity Generation and Retail Corporation,Denham Wind Farm,WA,"6,513","1,809",0.0,1.0,1.0,4,1.0,4.0
2018,Electricity Generation and Retail Corporation,Esperance Wind Farm,WA,"55,845","15,513",1.0,6.0,7.0,9,0.2,2.025
2018,Electricity Generation and Retail Corporation,Kalbarri Wind Farm,WA,"14,254","3,959",0.0,2.0,2.0,2,0.8,1.6
2018,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,"647,812","179,948",308.0,189.0,497.0,63,2.1,
2018,Infigen Energy Limited,Alinta Wind Farm,WA,"1,259,669","349,908",77.0,565.0,642.0,58,3.4,
2018,Infigen Energy Limited,Bodangora Wind Farm,NSW,"362,610","100,725",53.0,90.0,143.0,33,3.4,113.2
2018,Infigen Energy Limited,Capital Wind Farm,NSW,"1,328,023","368,895",144.0,765.0,909.0,67,1.6,140.7
2018,Infigen Energy Limited,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,441,318","678,144",103.0,821.0,924.0,58,3.4,
2018,Infigen Energy Limited,Woodlawn Wind Farm,NSW,"546,193","151,720",46.0,178.0,224.0,23,2.1,48.3
2018,International Power (Australia) Holdings Pty Limited,Canunda Wind Farm,SA,"474,347","131,763",13.0,101.0,114.0,23,2.0,46.0
2018,Kiata Wind Farm Holdings Pty Ltd,Kiata Wind Farm Pty Ltd,VIC,"474,210","131,725",7.0,165.0,172.0,23,2.0,
2018,Acciona Energy Oceania Pty. Ltd.,Cathedral Rocks Wind Farm,SA,"632,284","175,634",39.0,213.0,252.0,33,2.0,66.0
2018,Acciona Energy Oceania Pty. Ltd.,Gunning Wind Farm,NSW,"592,807","164,669",44.0,195.0,239.0,31,1.5,46.5
2018,Acciona Energy Oceania Pty. Ltd.,Mt Gellibrand Wind Farm,VIC,"844,669","234,630",36.0,864.0,357.3803698435278,48,1.6,
2018,Acciona Energy Oceania Pty. Ltd.,Waubra Wind Farm,VIC,"2,261,159","628,100",92.0,901.0,993.0,128,1.5,192.0
2018,AGL Energy Limited,Hallett (Stage 1) Wind Farm,SA,"1,160,489","322,358",98.0,205.0,303.0,45,2.1,95.0
2018,AGL Energy Limited,Hallett (Stage 2) Wind Farm,SA,"942,452","261,792",75.0,150.0,225.0,34,2.1,71.0
2018,AGL Energy Limited,Hallett (Stage 4) Wind Farm,SA,"1,692,633","470,176",145.0,350.0,495.0,63,2.1,132.0
2018,AGL Energy Limited,Hallett (Stage 5) Wind Farm,SA,"567,813","157,726",62.0,173.0,235.0,25,2.1,52.5
2018,AGL Energy Limited,Macarthur Wind Farm,VIC,"3,837,422","1,065,951",451.0,3025.0,3476.0,140,3.0,420.0
2018,AGL Energy Limited,Oaklands Hill Wind Farm,VIC,"676,822","188,006",79.0,628.0,312.70782361308676,32,2.1,67.2
2018,AGL Energy Limited,Silverton Wind Farm,NSW,"949,891","263,858",740.0,184.0,924.0,58,3.4,199.0
2018,AGL Energy Limited,Wattle Point Wind Farm,SA,"973,725","270,479",52.0,157.0,209.0,55,1.6,91.0
2018,APT Pipelines Limited,Badgingarra Wind Farm,WA,"829,490","230,414",96.0,236.0,332.0,37,3.6,133.2
2018,APT Pipelines Limited,Emu Downs Wind Farm,WA,"837,691","232,692",257.0,205.0,462.0,48,1.6,79.2
2018,Bald Hills WF Holdings Pty Ltd,Bald Hills Wind Farm Pty Ltd,VIC,"1,194,048","331,680",84.0,746.0,830.0,111,2.0,
2018,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,"1,684,985","468,051",93.0,150.0,243.0,55,1.6,
2018,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,"1,914,008","531,669",63.0,418.0,481.0,63,2.1,
2018,CK William Australia Holdings Pty Ltd,Cullerin Range Wind Farm,NSW,"378,098","105,027",21.0,85.0,106.0,8,2.0,30.0
2018,CK William Australia Holdings Pty Ltd,Wonthaggi Wind Farm,VIC,"105,209","29,225",4.0,51.0,55.0,6,2.0,12.0
2018,CWF Holdings Pty Ltd,Collgar Wind Farm,WA,"2,575,810","715,503",310.0,558.0,868.0,111,2.0,222.0
2018,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,352,497","375,693",15.0,797.0,812.0,111,2.0,
2018,Electricity Generation and Retail Corporation,Albany Wind Farm,WA,"110,693","30,748",12.0,1.0,13.0,12,3.0,35.4
2018,Electricity Generation and Retail Corporation,Denham Wind Farm,WA,"6,513","1,809",0.0,1.0,1.0,4,1.0,4.0
2018,Electricity Generation and Retail Corporation,Esperance Wind Farm,WA,"55,845","15,513",1.0,6.0,7.0,9,0.2,2.025
2018,Electricity Generation and Retail Corporation,Kalbarri Wind Farm,WA,"14,254","3,959",0.0,2.0,2.0,2,0.8,1.6
2018,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,"647,812","179,948",308.0,189.0,497.0,63,2.1,
2018,Infigen Energy Limited,Alinta Wind Farm,WA,"1,259,669","349,908",77.0,565.0,642.0,58,3.4,
2018,Infigen Energy Limited,Bodangora Wind Farm,NSW,"362,610","100,725",53.0,90.0,143.0,33,3.4,113.2
2018,Infigen Energy Limited,Capital Wind Farm,NSW,"1,328,023","368,895",144.0,765.0,909.0,67,1.6,140.7
2018,Infigen Energy Limited,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,441,318","678,144",103.0,821.0,924.0,58,3.4,
2018,Infigen Energy Limited,Woodlawn Wind Farm,NSW,"546,193","151,720",46.0,178.0,224.0,23,2.1,48.3
2018,International Power (Australia) Holdings Pty Limited,Canunda Wind Farm,SA,"474,347","131,763",13.0,101.0,114.0,23,2.0,46.0
2018,Kiata Wind Farm Holdings Pty Ltd,Kiata Wind Farm Pty Ltd,VIC,"474,210","131,725",7.0,165.0,172.0,23,2.0,
2018,Meridian Energy Australia Pty Ltd,Mt Mercer Wind farm Pty Ltd,VIC,"1,320,264","366,740",165.0,0.0,165.0,23,2.0,
2018,Meridian Energy Australia Pty Ltd,Mt Millar Wind Farm Pty Ltd,SA,"640,853","178,015",63.0,0.0,63.0,35,1.5,
2018,Mumbida Wind Farm No 1 Holdings Pty Ltd,Mumbida Wind Farm Pty Ltd,WA,"722,672","200,742",72.0,328.0,400.0,48,3.0,
2018,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,"1,437,310","399,253",82.0,195.0,277.0,43,3.0,131.0
2018,RATCH - Australia Corporation Pty Ltd,Mount Emerald Wind farm Pty Ltd,QLD,"1,337,507","371,530",1061.0,466.0,253.14442863916545,16,3.4,
2018,RATCH - Australia Corporation Pty Ltd,Starfish Hill Wind Farm,SA,"368,505","102,363",32.0,46.0,78.0,22,1.6,35.0
2018,RATCH - Australia Corporation Pty Ltd,Toora Wind Farm,VIC,"172,633","47,954",11.0,254.0,100.51322901849218,12,1.8,21.0
2018,RATCH - Australia Corporation Pty Ltd,Windy Hill Wind Farm,QLD,"96,023","26,673",29.0,14.0,43.0,20,0.6,12.0
2018,SALT CREEK WIND FARM PTY LTD,Salt Creek Wind Farm,VIC,"622,227","172,841",33.0,285.0,318.0,45,2.1,
2018,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty LTd,TAS,"2,200,946","611,374",141.0,178.0,319.0,43,3.0,
2018,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff Point Wind Farm Pty Ltd,TAS,"900,721","250,200",83.0,30.0,113.0,22,1.6,
2018,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"998,510","277,364",102.0,33.0,135.0,23,2.0,
2018,Snowtown South Wind Farm Pty. Ltd.,SNOWTOWN SOUTH WIND FARM,SA,"1,622,122","450,589",97.0,124.0,221.0,98,1.3,
2018,Snowtown Wind Farm Pty Ltd,Snowtown Wind Farm,SA,"1,281,722","356,034",159.0,243.0,402.0,48,3.0,370.8
2018,Snowtown Wind Farm Stage 2 Pty. Ltd.,SNOWTOWN WIND FARM STAGE 2,SA,"1,617,575","449,326",110.0,170.0,280.0,45,2.1,
2018,SPIC Pacific Energy Pty Ltd,Challicum Hills Wind Farm,VIC,"496,928","138,036",61.0,0.0,61.0,35,1.5,52.5
